Unnamed: 0,Structure,σ(RT)(S cm-1),Ea (eV),space group,ICSD Entry,DOI
265,Li10SnP2S12,3.65E-03,,137.0,,10.1021/acs.chemmater.7b00886.s001
266,Li10.2(Sn0.2Si0.8)1.2P1.8S12,7.82E-03,,137.0,5667.0,10.1021/acs.chemmater.7b00886.s001
267,Li10.5(Sn0.2Si0.8)1.5P1.5S12,8.79E-03,,137.0,5668.0,10.1021/acs.chemmater.7b00886.s001
268,Li10.35(Sn0.2Si0.8)1.35P1.65S12,1.08E-02,,137.0,5669.0,
269,Li10.35(Sn0.27Si1.08)P1.65S12,1.10E-03,0.197,137.0,257946.0,10.1021/acs.chemmater.7b00886.s001
270,Li10.2(Sn0.2Si0.8)1.2P1.8S12,2.69E-03,,137.0,257948.0,
271,Li10GeP2S12,1.43E-03,0.24,137.0,,10.1016/j.ssi.2017.01.014
272,Li9.8Ba0.1GeP2S12,5.61E-04,,137.0,,10.1016/j.ssi.2017.01.014
273,Li9.6Ba0.2GeP2S12,5.72E-04,,137.0,,10.1016/j.ssi.2017.01.014
274,Li9.4Ba0.3GeP2S12,7.07E-04,0.29,137.0,,10.1016/j.ssi.2017.01.014
275,Li9.2Ba0.4GeP2S12,3.16E-04,,137.0,,10.1016/j.ssi.2017.01.014
276,Li9Ba0.5GeP2S12,9.98E-05,,137.0,,10.1016/j.ssi.2017.01.014
277,Li10GeP2S12,5.00E-03,0.35,137.0,,10.1021/acs.chemmater.6b02424.s001
278,LiLaNb2O7,<1E-8,,139.0,72566.0,
279,Li4Sr3Nb5.77Fe0.23O19.77,<1E-10,,139.0,87823.0,10.1021/cm980736j
280,Li4Sr3Nb6O20,<1E-10,,139.0,87824.0,10.1021/cm980736j
281,Li4Sr3.056Nb6O20,<1E-10,0.74,139.0,109168.0,
282,LiScO2,1.00E-12,0.87,141.0,36124.0,10.1016/0167-2738(81)90021-7
283,r-LiAlO2,1.10E-12,0.97,141.0,99517.0,10.1016/0167-2738(81)90021-7
284,Li3BN2,8.70E-08,0.55,141.0,155126.0,10.1016/0022-4596(87)90135-6
285,Li4SrN2,2.30E-13,0.9,141.0,87413.0,
286,LiScO2,<1E-10,1.047,141.0,257819.0,10.2320/matertrans.y-m2016816
287,Li0.9Sc0.9Zr0.1O2,<1E-10,0.912,141.0,257820.0,10.2320/matertrans.y-m2016816
288,Li7La3HfO12,9.85E-07,0.53,142.0,174202.0,10.1016/j.jssc.2009.10.030
289,Li7La3Zr2O12,1.63E-06,0.54,142.0,183684.0,10.1016/j.jssc.2009.05.020
290,Li7La3Zr2O12,5.00E-07,0.59,142.0,,
291,Li7La3Zr2O12,9.90E-06,0.43,142.0,238687.0,
292,LiGaSiO4,3.00E-16,0.9,146.0,65125.0,10.1016/0167-2738(87)90048-8
293,LiGa0.5Al0.5GeO4,<1E-10,1.06,146.0,257740.0,10.1149/2.1111610jes
294,LiAlGeO4,<1E-10,0.97,146.0,257741.0,10.1149/2.1111610jes
295,LiGaGeO4,<1E-10,1.12,148.0,257739.0,10.1149/2.1111610jes
296,LiTi2(PO4)3,1.61E-04,0.21,148.0,,10.1021/ic400577v
297,Li1.2Ti1.8Al0.2(PO4)3,4.82E-03,0.18,148.0,,10.1021/ic400577v
298,LiNaSO4,8.80E-10,,159.0,14364.0,10.1016/0167-2738(90)90312-f
299,Li3.333Mg0.333P2S6,8.20E-08,0.517,162.0,95606.0,10.1016/s0167-2738(02)00007-3
300,Li2.667Mg0.667P2S6,4.00E-06,0.46,162.0,95607.0,10.1016/s0167-2738(02)00007-3
301,Li4P2S6,2.38E-07,0.29,162.0,242170.0,10.1016/j.ssi.2015.10.015
302,Li4P2S6,1.60E-10,0.48,162.0,,10.1021/acs.chemmater.6b04175.s002
303,Li3YCl6,5.39E-04,0.4,164.0,,10.1002/adma.201803075
304,Li3ErCl6,3.30E-04,0.41,164.0,50151.0,10.1016/j.isci.2019.05.036
305,Li4.4Al0.4Ge0.6S4,4.33E-05,0.38,164.0,235201.0,10.1021/acs.chemmater.8b03175.s003
306,Li4.4Al0.4Sn0.6S4,3.60E-06,0.15,164.0,235207.0,10.1021/acs.chemmater.8b03175.s003
307,Li5NCl2,1.20E-06,0.5,166.0,84763.0,10.1016/0025-5408(79)90191-0
308,LiHf2(PO4)3,2.83E-07,,167.0,,
309,LiZr2(PO4)3,2.96E-10,,167.0,201935.0,10.1002/chin.199345017
310,LiGe2(PO4)3,3.33E-07,,167.0,263767.0,10.1002/chin.199345017
311,Li1.1Ti1.9Sc0.1(PO4)3,3.89E-04,0.3,167.0,,10.1021/acs.inorgchem.6b02274
312,Li1.2Ti1.8Sc0.2(PO4)3,2.51E-03,0.25,167.0,,10.1021/acs.inorgchem.6b02274
313,Li1.3Ti1.7Sc0.3(PO4)3,7.91E-04,0.28,167.0,,10.1021/acs.inorgchem.6b02274
314,Li1.4Ti1.6Sc0.4(PO4)3,1.99E-04,0.31,167.0,,10.1021/acs.inorgchem.6b02274
315,Li1.5Ti1.5Sc0.5(PO4)3,9.74E-05,0.32,167.0,,10.1021/acs.inorgchem.6b02274
316,LiTi2(PO4)3,7.61E-06,0.38,167.0,95979.0,10.1021/acs.inorgchem.6b02274
317,LiGe2(PO4)3,4.83E-09,0.654,167.0,69763.0,10.1021/acsami.8b00842
318,Li1.2Al0.2Ge1.8(PO4)3,4.83E-05,0.387,167.0,263760.0,10.1021/acsami.8b00842
319,Li1.4Al0.4Ge1.6(PO4)3,1.88E-04,0.407,167.0,263762.0,10.1021/acsami.8b00842
320,Li1.5Al0.5Ge1.5(PO4)3,3.36E-04,0.426,167.0,263763.0,10.1021/acsami.8b00842
321,Li1.7Al0.7Ge1.3(PO4)3,2.64E-04,0.45,167.0,263765.0,10.1021/acsami.8b00842
322,Li1.8Al0.8Ge1.2(PO4)3,1.37E-04,0.429,167.0,263766.0,10.1021/acsami.8b00842
323,LiTi2(PO4)3,1.00E-04,,167.0,,10.1149/1.2086597; 10.1246/cl.1990.331
324,Li1.2Ti2Si0.2P2.8O12,8.60E-05,,167.0,,10.1149/1.2086597
325,Li1.3Ti2Si0.3P2.7O12,3.20E-04,,167.0,,10.1149/1.2086597
326,Li1.4Ti2Si0.4P2.6O12,1.50E-04,,167.0,,
327,Li1.5Ti2Si0.5P2.5O12,9.60E-05,,167.0,,10.1149/1.2086597
328,Li1.3Al0.3Ti1.7(PO4)3,3.00E-03,,167.0,,
329,Li1.4Al0.4Ti1.6(PO4)3,3.88E-04,,167.0,,10.1149/1.2086597
330,Li1.5Al0.5Ti1.5(PO4)3,2.48E-04,,167.0,,10.1149/1.2086597
331,Li1.2Cr0.2Ti1.8(PO4)3,1.82E-05,,167.0,,10.1149/1.2086597
332,Li1.3Cr0.3Ti1.7(PO4)3,3.51E-05,,167.0,,10.1149/1.2086597
333,Li1.4Cr0.4Ti1.6(PO4)3,1.49E-04,,167.0,,10.1149/1.2086597
334,Li1.5Cr0.5Ti1.5(PO4)3,3.86E-04,,167.0,,10.1149/1.2086597
335,Li1.6Cr0.6Ti1.4(PO4)3,1.26E-04,,167.0,,10.1149/1.2086597
336,Li1.7Cr0.7Ti1.3(PO4)3,8.05E-06,,167.0,,10.1149/1.2086597
337,Li1.2Ga0.2Ti1.8(PO4)3,1.62E-04,,167.0,,10.1149/1.2086597
338,Li1.3Ga0.3Ti1.7(PO4)3,2.61E-04,,167.0,,10.1149/1.2086597
339,Li1.4Ga0.4Ti1.6(PO4)3,1.28E-04,,167.0,,10.1149/1.2086597
340,Li1.5Ga0.5Ti1.5(PO4)3,1.22E-04,,167.0,,10.1149/1.2086597
341,Li1.2Fe0.2Ti1.8(PO4)3,1.80E-04,,167.0,,
342,Li1.3Fe0.3Ti1.7(PO4)3,2.46E-04,,167.0,,
343,Li1.4Fe0.4Ti1.6(PO4)3,3.92E-04,,167.0,,10.1149/1.2086597
344,Li1.2Sc0.2Ti1.8(PO4)3,6.90E-04,,167.0,,10.1149/1.2086597
345,Li1.3Sc0.3Ti1.7(PO4)3,7.03E-04,,167.0,,10.1149/1.2086597
346,Li1.4Sc0.4Ti1.6(PO4)3,5.15E-04,,167.0,,10.1149/1.2086597
347,Li1.5Sc0.5Ti1.5(PO4)3,2.53E-04,,167.0,,10.1149/1.2086597
348,Li1.2In0.2Ti1.8(PO4)3,3.90E-04,,167.0,,10.1149/1.2086597
349,Li1.3In0.3Ti1.7(PO4)3,3.93E-04,,167.0,,10.1149/1.2086597
350,Li1.4In0.4Ti1.6(PO4)3,3.02E-04,,167.0,,10.1149/1.2086597
351,Li1.5In0.5Ti1.5(PO4)3,2.04E-04,,167.0,,10.1149/1.2086597
352,Li1.2La0.2Ti1.8(PO4)3,8.00E-05,,167.0,,10.1149/1.2086597
353,Li1.3La0.3Ti1.7(PO4)3,5.23E-04,,167.0,,10.1149/1.2086597
354,Li1.4La0.4Ti1.6(PO4)3,4.98E-04,,167.0,,10.1149/1.2086597
355,Li1.5La0.5Ti1.5(PO4)3,2.81E-04,,167.0,,10.1149/1.2086597
356,Li1.5Fe0.5Ti1.5(PO4)3,1.74E-04,,167.0,55751.0,10.1149/1.2086597
357,Li0.87Hf2.032P3O12,1.29E-05,0.33,167.0,83501.0,10.1149/1.2086597
358,Li1.2Al0.2Ti1.8(PO4)3,5.95E-04,,167.0,427621.0,10.1149/1.2086597
359,Li(Ti1.4Sn0.6)(PO4)3,2.28E-05,0.32,167.0,183672.0,10.1016/j.physb.2011.11.006
360,Li(Ti0.6Sn1.4)(PO4)3,9.42E-06,,167.0,183676.0,10.1016/j.physb.2011.11.006
361,Li(Ti0.4Sn1.6)(PO4)3,3.15E-06,,167.0,183677.0,10.1016/j.physb.2011.11.006
362,Li1.15Y0.15Zr1.85(PO4)3,1.40E-04,0.39,167.0,191891.0,10.1016/j.jpowsour.2013.03.175
363,LiZr2(PO4)3,1.00E-09,0.76,167.0,201935.0,
364,Li1.3(Al0.3Ti1.7)(PO4)3,8.02E-07,,167.0,253240.0,10.1016/j.physb.2016.08.020
365,Li1.3(Al0.23Ga0.07Ti1.7)(PO4)3,4.46E-06,,167.0,253241.0,
366,Li1.3(Al0.23Sc0.07Ti1.7)(PO4)3,1.94E-07,,167.0,253242.0,10.1016/j.physb.2016.08.020
367,Li1.3(Al0.23Y0.07Ti1.7)(PO4)3,3.84E-08,,167.0,253243.0,10.1016/j.physb.2016.08.020
368,Li1.3Al0.3Ti1.7(PO4)3,7.00E-04,,167.0,257190.0,
369,LiZr2(PO4)3,8.50E-05,,167.0,,10.1021/acs.chemmater.7b01463
370,Li1.025Y0.025Zr1.975(PO4)3,1.28E-04,,167.0,,10.1021/acs.chemmater.7b01463
371,Li1.05Y0.05Zr1.95(PO4)3,1.30E-04,,167.0,,10.1021/acs.chemmater.7b01463
372,Li1.1Y0.1Zr1.9(PO4)3,1.00E-04,,167.0,,10.1021/acs.chemmater.7b01463
373,Li1.1Al0.1Ge1.9(PO4)3,1.29E-05,,167.0,,10.1021/acs.chemmater.7b01463
374,Li1.2Al0.2Ge1.8(PO4)3,1.89E-05,0.46,167.0,,10.1021/acs.chemmater.7b01463
375,Li1.3Al0.3Ge1.7(PO4)3,1.91E-04,,167.0,,10.1021/acs.chemmater.7b01463
376,Li1.4Al0.4Ge1.6(PO4)3,3.17E-04,0.37,167.0,,10.1021/acs.chemmater.7b01463
377,Li1.5Al0.5Ge1.5(PO4)3,3.45E-04,,167.0,,10.1021/acs.chemmater.7b01463
378,Li1.6Al0.6Ge1.4(PO4)3,3.94E-04,0.37,167.0,,10.1021/acs.chemmater.7b01463
379,Li1.7Al0.7Ge1.3(PO4)3,2.75E-04,,167.0,,10.1021/acs.chemmater.7b01463
380,Li1.8Al0.8Ge1.2(PO4)3,1.23E-04,0.43,167.0,,10.1021/acs.chemmater.7b01463
381,LiGe2(PO4)3,3.12E-09,0.6,167.0,,10.1016/s0167-2738(97)00434-7
382,Li0.86Hf2.035(PO4)3,9.20E-08,0.48,167.0,,10.1021/cm970078n
383,Li1.7Al0.3Ti1.6(PO4)3,5.00E-05,,167.0,,
384,Li1.2In0.2Ti1.8(PO4)3,8.22E-05,0.32,167.0,,10.1021/cm030422i
385,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,9.72E-04,0.25,167.0,,10.1016/j.ssi.2012.03.045
386,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,1.24E-03,0.23,167.0,,10.1016/j.ssi.2012.03.045
387,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,4.29E-04,0.26,167.0,,10.1016/j.ssi.2012.03.045
388,Li1.3Sc0.3Ti1.7(PO4)3,4.52E-04,0.25,167.0,,10.1016/j.ssi.2012.03.045
389,Li1.3Al0.3Ti1.7(PO4)3,1.13E-03,0.23,167.0,257190.0,10.1016/j.ssi.2012.03.045
390,LiTi(PO4)3,6.00E-05,0.33,167.0,,
391,Li1.05Al0.05Ti0.95(PO4)3,1.10E-03,0.31,167.0,,
392,Li1.1Al0.1Ti0.9(PO4)3,6.70E-04,0.32,167.0,,
393,Li1.2Al0.2Ti0.8(PO4)3,4.00E-03,0.31,167.0,,
394,Li1.3Al0.3Ti0.7(PO4)3,6.20E-03,0.3,167.0,,
395,Li1.4Al0.4Ti0.6(PO4)3,3.30E-03,0.29,167.0,,
396,Li1.05Cr0.05Ti0.95(PO4)3,1.80E-04,0.33,167.0,,
397,Li1.1Cr0.1Ti0.9(PO4)3,2.60E-04,0.32,167.0,,
398,Li1.2Cr0.2Ti0.8(PO4)3,4.30E-04,0.31,167.0,,
399,Li1.3Cr0.3Ti0.7(PO4)3,2.90E-04,0.32,167.0,,
400,Li1.05Fe0.05Ti0.95(PO4)3,1.30E-04,0.34,167.0,,
401,Li1.1Fe0.1Ti0.9(PO4)3,6.30E-04,0.34,167.0,,
402,Li1.2Fe0.2Ti0.8(PO4)3,1.40E-03,0.32,167.0,,
403,Li1.3Fe0.3Ti0.7(PO4)3,2.30E-03,0.31,167.0,,
404,Li1.5Fe0.5Ti0.5(PO4)3,2.70E-04,0.32,167.0,,
405,LiGe2(PO4)3,3.37E-07,0.38,167.0,,10.1002/chin.199246011
406,Li1.3Al0.3Ge1.7(PO4)3,1.42E-04,0.37,167.0,,10.1002/chin.199246011
407,Li1.7Al0.7Ge1.3(PO4)3,2.04E-04,,167.0,,
408,Li1.3Cr0.3Ge1.7(PO4)3,8.87E-05,0.39,167.0,,10.1002/chin.199246011
409,Li1.5Cr0.5Ge1.5(PO4)3,1.21E-04,0.37,167.0,,10.1002/chin.199246011
410,Li1.7Cr0.7Ge1.3(PO4)3,2.46E-05,,167.0,,10.1002/chin.199246011
411,Li1.3Ga0.3Ge1.7(PO4)3,4.47E-05,0.38,167.0,,10.1002/chin.199246011
412,Li1.5Ga0.5Ge1.5(PO4)3,2.01E-05,,167.0,,
413,Li1.3Fe0.3Ge1.7(PO4)3,2.99E-05,0.39,167.0,,10.1002/chin.199246011
414,Li1.5Fe0.5Ge1.5(PO4)3,2.56E-05,,167.0,,
415,Li1.3Sc0.3Ge1.7(PO4)3,5.59E-05,,167.0,,10.1002/chin.199246011
416,Li1.3In0.3Ge1.7(PO4)3,9.22E-06,,167.0,,10.1002/chin.199246011
417,Li1.5In0.5Ge1.5(PO4)3,5.81E-06,,167.0,,10.1002/chin.199246011
418,Li1.5Al0.5Ge1.5(PO4)3,2.86E-04,0.38,167.0,263764.0,10.1002/chin.199246011
419,LiIO3,1.90E-07,,173.0,35473.0,10.1016/s0038-1098(00)00247-7
420,Li9Mg3(PO4)4F3,<1E-10,0.835,173.0,426103.0,10.1039/c3ta15264b
421,Pb6.12Ca1.9Li1.96(PO4)6,<1E-10,1.05,176.0,59615.0,10.1006/jssc.2002.9596
422,LiNdSiO4,<1E-10,,176.0,,10.1016/0167-2738(95)00240-5
423,LiDySiO4,<1E-10,,176.0,,
424,Li2La8Si6O25,<1E-10,,176.0,,10.1016/0167-2738(95)00240-5
425,Li3La7Si6O24,<1E-10,,176.0,,10.1016/0167-2738(95)00240-5
426,Li0.284Sm4.512Si3O12.91,<1E-10,,176.0,83279.0,10.1016/0167-2738(95)00240-5
427,LiLa9Si6O26,<1E-10,,176.0,291218.0,10.1016/0167-2738(95)00240-5
428,LiEu9Si6O26,<1E-10,,176.0,291220.0,10.1016/0167-2738(95)00240-5
429,LiAlSiO4,2.00E-09,0.68,181.0,55665.0,10.1016/0375-9601(75)90788-4
430,Li3(NH2)2I,1.00E-05,0.58,186.0,167528.0,
431,Ba3LiTa5ZrSi4O26,<1E-10,0.79,189.0,239277.0,10.1016/j.ssi.2015.08.011
432,Li3N,1.20E-03,0.25,191.0,26540.0,10.1063/1.89283
433,Li3N,3.00E-04,0.26,191.0,156894.0,10.1016/0167-2738(83)90045-0
434,Fe2Na2K(Li3Si12O30),<1E-10,1.22,192.0,235750.0,10.1016/j.jssc.2018.05.008
435,Li3P,7.03E-04,0.18,194.0,642223.0,10.1016/0167-2738(89)90438-4
436,Li5.5K0.25La2.75Nb2O12,3.19E-03,0.49,199.0,,10.1016/j.jssc.2005.12.025
437,Li5.5La3Nb1.75In0.25O12,8.07E-03,0.49,199.0,,10.1016/j.jssc.2005.12.025
438,Li6BaLa2Nb2O12,6.00E-06,0.44,199.0,,
439,Li5La3Nb2O12,8.00E-06,0.43,199.0,54865.0,
440,(K0.1Li0.9)(SbO3),1.36E-08,,201.0,200984.0,10.1016/0167-2738(81)90178-8
441,Li8GeP4,1.80E-05,0.435,205.0,235184.0,10.1021/acs.chemmater.8b02759
442,Li8SiP4,4.50E-05,0.404,205.0,235186.0,10.1021/acs.chemmater.8b02759
443,Li3AlN2,5.00E-08,0.45,206.0,257464.0,10.1016/0167-2738(85)90106-7
444,Li2MgTi3O8,<1E-10,0.71,212.0,86165.0,10.1039/a800234g
445,Li2CoTi3O8,<1E-10,1.33,212.0,86166.0,10.1039/a800234g
446,Li2CoGe3O8,<1E-10,1.49,212.0,86167.0,10.1039/a800234g
447,Li2ZnGe3O8,<1E-10,2.14,212.0,86169.0,10.1039/a800234g
448,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,6.56E-10,0.685,212.0,168144.0,10.1016/j.ssi.2010.06.003
449,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,1.53E-11,0.786,212.0,168145.0,10.1016/j.ssi.2010.06.003
450,Li5NI2,4.00E-06,,216.0,16800.0,10.1016/0025-5408(81)90124-0
451,Li2VCl4,6.95E-06,,216.0,74959.0,10.1016/0167-2738(83)90223-0
452,Li6PS5Cl0.25Br0.75,1.86E-03,0.328,216.0,,10.1021/jacs.7b06327.s001
453,Li6PS5Cl,2.05E-03,0.452,216.0,259200.0,10.1021/jacs.7b06327.s001
454,Li6PS5Cl0.5Br0.5,3.33E-03,0.367,216.0,259201.0,
455,Li6PS5Br,1.15E-03,0.303,216.0,259202.0,10.1021/jacs.7b06327.s001
456,Li6PS5Br0.5I0.5,2.62E-05,0.312,216.0,259203.0,10.1021/jacs.7b06327.s001
457,Li6PS5I,1.30E-06,0.383,216.0,259204.0,10.1021/jacs.7b06327.s001
458,Li6PS5Cl0.75Br0.25,2.26E-03,0.408,216.0,259206.0,10.1021/jacs.7b06327.s001
459,Li6PS5Br0.75I0.25,1.12E-04,0.321,216.0,259209.0,10.1021/jacs.7b06327.s001
460,Li6PS5Br0.25I0.75,4.72E-06,0.351,216.0,259211.0,
461,Li6PS5Br,7.01E-04,0.194,216.0,234584.0,10.1039/c7ta08581h
462,Li6.025P0.975Si0.025S5Br,8.78E-04,0.196,216.0,234585.0,10.1039/c7ta08581h
463,Li6.05P0.95Si0.05S5Br,4.37E-04,0.173,216.0,234586.0,10.1039/c7ta08581h
464,Li6.075P0.925Si0.075S5Br,8.73E-04,0.178,216.0,234587.0,10.1039/c7ta08581h
465,Li6.1P0.95Si0.1S5Br,7.99E-04,0.22,216.0,234588.0,
466,Li6.125P0.875Si0.125S5Br,9.02E-04,0.189,216.0,234589.0,10.1039/c7ta08581h
467,Li6.175P0.825Si0.175S5Br,9.31E-04,0.142,216.0,234591.0,10.1039/c7ta08581h
468,Li6.2P0.8Si0.2S5Br,1.69E-03,0.25,216.0,234592.0,10.1039/c7ta08581h
469,Li6.225P0.775Si0.225S5Br,1.08E-03,0.248,216.0,234593.0,10.1039/c7ta08581h
470,Li6.25P0.75Si0.25S5Br,1.41E-03,0.223,216.0,234594.0,10.1039/c7ta08581h
471,Li6.3P0.7Si0.3S5Br,1.65E-03,0.236,216.0,234595.0,10.1039/c7ta08581h
472,Li6.35P0.65Si0.35S5Br,2.34E-03,0.142,216.0,234596.0,10.1039/c7ta08581h
473,Li6.5P0.5Si0.5S5Br,2.19E-03,0.27,216.0,234597.0,10.1039/c7ta08581h
474,Li7Ge3PS12,1.10E-04,0.259,216.0,258187.0,10.1016/j.jssc.2016.12.001
475,Li6B0.9PH3.6S4.9,1.80E-03,0.166,216.0,264526.0,10.1021/acsomega.8b00377
476,Li6PS5Cl,1.30E-03,0.33,216.0,,10.1016/j.ssi.2012.06.008
477,Li6PS5Br,2.77E-03,0.31,216.0,267193.0,10.1021/acs.inorgchem.8b02443
478,Li6P(S4.9Se0.1)Br,3.20E-03,0.33,216.0,267194.0,10.1021/acs.inorgchem.8b02443
479,Li6P(S4.8Se0.2)Br,3.92E-03,0.34,216.0,267195.0,
480,Li6P(S4.7Se0.3)Br,3.62E-03,0.33,216.0,267196.0,10.1021/acs.inorgchem.8b02443
481,Li6P(S4.6Se0.4)Br,3.64E-03,0.33,216.0,267197.0,10.1021/acs.inorgchem.8b02443
482,Li6P(S4.5Se0.5)Br,2.68E-03,0.34,216.0,267198.0,10.1021/acs.inorgchem.8b02443
483,Li6P(S4.4Se0.6)Br,2.78E-03,0.34,216.0,267199.0,10.1021/acs.inorgchem.8b02443
484,Li6P(S4.3Se0.7)Br,3.01E-03,0.35,216.0,267200.0,10.1021/acs.inorgchem.8b02443
485,Li6P(S4.2Se0.8)Br,3.48E-03,0.34,216.0,267201.0,10.1021/acs.inorgchem.8b02443
486,Li6P(S4.1Se0.9)Br,3.82E-03,0.34,216.0,267202.0,10.1021/acs.inorgchem.8b02443
487,Li6P(S4Se)Br,3.61E-03,0.34,216.0,267203.0,10.1021/acs.inorgchem.8b02443
488,Li6PO5Cl,5.54E-10,0.66,216.0,421479.0,10.1002/zaac.201000121
489,Li6PS5Br,3.20E-05,0.32,216.0,234598.0,10.1002/pssa.201001117
490,Li6PS5Cl,3.30E-05,0.38,216.0,259205.0,10.1002/pssa.201001117
491,Li6PS5I,2.20E-04,0.26,216.0,259212.0,10.1002/pssa.201001117
492,Li6PS5I,1.26E-06,0.38,216.0,,10.1021/jacs.8b10282.s001
493,Li6P0.92Ge0.08S5I,9.02E-06,0.39,216.0,,10.1021/jacs.8b10282.s001
494,Li6P0.85Ge0.15S5I,3.99E-05,0.36,216.0,,10.1021/jacs.8b10282.s001
495,Li6P0.75Ge0.25S5I,3.26E-05,0.36,216.0,,10.1021/jacs.8b10282.s001
496,Li6P0.74Ge0.26S5I,1.51E-04,0.3,216.0,,10.1021/jacs.8b10282.s001
497,Li6P0.64Ge0.36S5I,6.58E-04,0.24,216.0,,
498,Li6P0.53Ge0.47S5I,1.52E-03,0.24,216.0,,10.1021/jacs.8b10282.s001
499,Li6P0.48Ge0.52S5I,1.83E-03,0.23,216.0,,10.1021/jacs.8b10282.s001
500,Li6P0.31Ge0.69S5I,5.16E-03,0.24,216.0,,
501,Li6P0.21Ge0.79S5I,5.41E-03,0.25,216.0,,10.1021/jacs.8b10282.s001
502,Li6PS5Cl,1.31E-06,0.38,216.0,,10.1002/zaac.201100158
503,Li6PS5Br,2.41E-05,0.16,216.0,259208.0,
504,Li6PS5I,4.10E-07,0.32,216.0,418489.0,10.1002/zaac.201100158
505,Li6PS5I,9.24E-05,,216.0,,10.1021/acs.nanolett.0c01028.s001
506,Li6.1P0.9Sn0.1S5I,1.61E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
507,Li6.2P0.8Sn0.2S5I,2.32E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
508,Li6.25P0.75Sn0.25S5I,2.92E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
509,Li6.3P0.7Sn0.3S5I,3.06E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
510,Li6.5P0.5Sn0.5S5I,2.35E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
511,Li6.4P0.6Ge0.4S5I,2.51E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
512,Li6.45P0.55Ge0.45S5I,3.65E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
513,Li6.5P0.5Ge0.5S5I,5.42E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
514,Li6.55P0.45Ge0.55S5I,4.11E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
515,Li6.6P0.4Ge0.6S5I,2.74E-04,,216.0,,10.1021/acs.nanolett.0c01028.s001
516,Li6.8P0.2Ge0.8S5I,5.21E-05,,216.0,,10.1021/acs.nanolett.0c01028.s001
517,LiCe(BH4)3Cl,1.03E-04,,217.0,185218.0,10.1021/cm300792t
518,Li7PN4,1.60E-07,0.4,218.0,69017.0,10.1016/0167-2738(90)90432-q
519,β-Li8GeP4,8.60E-05,0.394,218.0,235185.0,10.1021/acs.chemmater.8b02759
520,Li4B7O12Cl,2.40E-05,,219.0,1125.0,10.1107/s0567740877009443
521,Fe0.16La2.95Li5.68Zr2O12,9.35E-04,0.29,220.0,431391.0,
522,Fe0.19La2.95Li5.57Zr2O12,1.38E-03,0.28,220.0,431392.0,10.1021/acs.chemmater.6b02516.s004
523,Li3ClO,2.50E-02,,221.0,,10.1039/c3ta15087a
524,Li2.99Ba0.005Cl0.5I0.5,2.50E-03,0.06,221.0,,10.1039/c3ta15087a
